company,source,ticker,created_datetime,sentiment_label,bert_text,lda_text
chipotle,stocktwits,CMG,2026-05-26T16:34:26Z,,$CMG ⚽️ WorldCup is only hope 📈,worldcup only hope
chipotle,stocktwits,CMG,2026-05-26T15:21:09Z,,$CMG Diet is going well.,diet going well
chipotle,stocktwits,CMG,2026-05-26T15:02:08Z,,$CMG shareholders please vote and disapprove this poor management in your proxy.,shareholders please vote disapprove poor management proxy
chipotle,stocktwits,CMG,2026-05-26T14:42:58Z,Bearish,$CMG Just got a call from my sources you can short this with extreme confidence gapfill at $6 eoy book it,call sources short extreme confidence gapfill eoy book
chipotle,stocktwits,CMG,2026-05-26T14:38:36Z,Bullish,$NDLS someone knows something about 🍝 $CMG $BYND $CAKE $MCD,someone knows something about
chipotle,stocktwits,CMG,2026-05-26T14:32:07Z,,"$CMG down 6% past mont while $SG up 40%, what the fuck is this company doing?",down past mont while fuck doing
chipotle,stocktwits,CMG,2026-05-26T14:20:25Z,,"$CMG Sweetgreen just hired a key Chipotle executive to lead strategy. This isn’t a small move. $SG recently posted a 12.8% decline in comparable sales — its worst since going public. And right at that moment, it brings in talent from the most successful fast-casual operator of the modern era: $CMG. In restaurants, recipes get copied. Execution doesn’t. Sometimes the real moat isn’t the product. It’s the people who know how to scale it.",sweetgreen hired key executive lead strategy isn small move recently posted decline comparable sales worst since going public right moment brings talent successful fast casual operator modern era restaurants recipes copied execution doesn sometimes real moat isn product know how scale
chipotle,stocktwits,CMG,2026-05-26T14:12:55Z,,$CMG every dog has its day. this one takes way longer…,every dog day takes way longer
chipotle,stocktwits,CMG,2026-05-26T14:11:37Z,,$CMG Big mistake to sell burritos and not microchips,big mistake sell burritos microchips
chipotle,stocktwits,CMG,2026-05-26T14:10:32Z,,$CMG someone must really hate this one.,someone must hate
chipotle,stocktwits,CMG,2026-05-26T14:07:50Z,,$CMG know the Market is hitting new all time highs?,know hitting new all time highs
chipotle,stocktwits,CMG,2026-05-26T14:07:46Z,Bullish,$CMG I am waiting for this to dip down to my entry point.. then I’ll be loading the boat.,waiting dip down entry point loading boat
chipotle,stocktwits,CMG,2026-05-26T13:58:42Z,,$CMG how could stock like this shit everyday?,how shit everyday
chipotle,stocktwits,CMG,2026-05-26T12:54:36Z,,"$SHAK I forgot to add to your comparison of $CMG which is a Mexican food chain and $SHAK which is a Burger chain which is like comparing Apples to Oranges, SHAK is currently growing at Twice the rate of CMG. Two different companies, two different product offerings, and at 2 separate growth cycles. CMG is doing quite well, but you should try to be a little more accurate in your comparison.",forgot add comparison mexican food chain burger chain comparing apples oranges shak currently growing twice rate different companies different product offerings separate growth cycles doing quite well try little accurate comparison
chipotle,stocktwits,CMG,2026-05-26T06:05:12Z,Bullish,$NDLS If Q2 is in positive we will probably break 15$ $CMG $BYND $MCD $CAKE,positive probably break
chipotle,stocktwits,CMG,2026-05-26T03:06:59Z,Bullish,$SG I have noticed a sharp increase in YouTube Shorts Videos focusing on SweetGreens Caesar Wraps (all varieties) over the Memorial Day Weekend. This seems to be evidence that its going more and more Viral on Social Media. $GOOGL $CMG $CAVA $YUM,noticed sharp increase youtube shorts videos focusing sweetgreens caesar wraps all varieties over memorial day weekend seems evidence going viral social media
chipotle,stocktwits,CMG,2026-05-26T00:07:19Z,Bearish,"$CMG Got Chipotle yesterday and turns out what Boatwrong meant was Increase in price, shrink the portion &amp; that’s we call the premium food for premium customers. This company is in long term spiral without an actual idea to grow &amp; hear the customer’s concern. Also never ever paying for Chipotle again.",yesterday turns out boatwrong meant increase price shrink portion amp call premium food premium customers long term spiral without actual idea grow amp hear customer concern never ever paying again
chipotle,stocktwits,CMG,2026-05-25T22:16:02Z,Bullish,"$CMG tried $SHAK for the first time and a $20 burger meal is ridiculous, I’ll take my $10 burrito all day long since it turns into 2 lunches! $CMG is a value for sure",tried first time burger meal ridiculous take burrito all day long since turns lunches value sure
chipotle,stocktwits,CMG,2026-05-25T21:45:07Z,,$CMG Current Stock Price: $32.88 Contracts to trade: $33.0 CMG May 29 2026 Call Entry: $0.41 Exit: $0.53 ROI: 29% Hold ~28 days Shared as daily free alerts and for educational purposes only.,current price contracts trade may call entry exit roi hold days shared daily free alerts educational purposes only
chipotle,stocktwits,CMG,2026-05-25T13:22:50Z,,"$CMG Guzman y Gomez entered the U.S. with plans to open “hundreds, if not thousands” of locations. 6 years later: all U.S. operations are shut down. The world’s most competitive market doesn’t reward narratives. It rewards: • real differentiation • patient capital • and resilient demand Expansion isn’t growth. Survival is.",guzman gomez entered plans open hundreds thousands locations years later all operations shut down world competitive doesn reward narratives rewards real differentiation patient capital resilient demand expansion isn growth survival
chipotle,stocktwits,CMG,2026-05-23T13:43:06Z,Bullish,$CMG LONG WEEKEND LFG,long weekend lfg
chipotle,stocktwits,CMG,2026-05-23T01:33:23Z,Bullish,$CMG The family is looking forward to Memorial Day weekend in Newport Beach. ☀️ A quick drive down the 55! We may have to stop in at the Chipotle corporate HQ for a bit to discuss future equity investments. 💪,family looking forward memorial day weekend newport beach quick drive down may stop corporate bit discuss future equity investments
chipotle,stocktwits,CMG,2026-05-22T21:16:57Z,,$SE (-75% from short entry) We are the best on ST as far as we have seen. Check our profile. We also covered these names. $CMG $DDOG $CVNA $F,short entry best far seen check profile covered these names
chipotle,stocktwits,CMG,2026-05-22T20:03:20Z,Bullish,$CMG green is green geezus,green green geezus
chipotle,stocktwits,CMG,2026-05-22T19:37:59Z,Bullish,"$SG the viral Sweet Greens Caesar Wraps may explode further over the Memorial Day weekend on Social Media!! this became my best trade of the year this morning, and I have reloaded more. Let&#39;s Go!! $CMG $MCD $WRBY",viral sweet greens caesar wraps may explode further over memorial day weekend social media became best trade year morning reloaded let
chipotle,stocktwits,CMG,2026-05-22T16:17:57Z,,"$CMG up 60 cents in 6 months, not sure there is any catalyst to change things here",cents months sure any catalyst change here
chipotle,stocktwits,CMG,2026-05-22T13:53:29Z,,$CMG this stock is like watching paint dry,watching paint dry
chipotle,stocktwits,CMG,2026-05-22T13:43:12Z,,$CMG &amp; $BRK.B Are riding the slow bus.,amp riding slow bus
chipotle,stocktwits,CMG,2026-05-22T12:57:34Z,,$CMG Why the sudden .50C bump around 8:52? Activist? Boatwrong leaving?,why sudden bump around activist boatwrong leaving
chipotle,stocktwits,CMG,2026-05-22T08:58:32Z,Bullish,$NDLS Let&#39;s break 15$ today $BYND $MCD $CMG $CAKE,let break today
chipotle,stocktwits,CMG,2026-05-22T02:46:47Z,,$CMG looks pretty good here at the $32 level on the weekly chart. Once again trading right along this long-term supporting trendline. Good for shares/leap calls if you have the stomach for it. Could take some time 🌶️,looks pretty good here level weekly chart once again trading right along long term supporting trendline good leap calls stomach take some time
chipotle,stocktwits,CMG,2026-05-21T13:53:11Z,Bullish,$NDLS let&#39;s make explode at 15$ $BYND $CMG $CAKE $CMG $MCD,let make explode
chipotle,stocktwits,CMG,2026-05-21T13:49:52Z,,"$CMG shit again, no surprise, shorter’s heaven",shit again surprise shorter heaven
chipotle,stocktwits,CMG,2026-05-21T13:40:12Z,,"$CMG Fuck this company. I&#39;m losing my patience. I&#39;m never eating there again until this stock gets above $40, assuming it ever will.",fuck losing patience never eating again until gets above assuming ever
chipotle,stocktwits,CMG,2026-05-21T11:47:58Z,Bullish,"$CMG - back to where I have started $32.90 , I think it has been 6 months and still waiting for my $40 and new 52 weeks high 🤦‍♂️🤔",back started months waiting new weeks high
chipotle,stocktwits,CMG,2026-05-20T22:20:12Z,Bearish,$CMG 👨‍💻 stop making square quesadillas ..,stop making square quesadillas
chipotle,stocktwits,CMG,2026-05-20T20:04:53Z,,$CMG hard to find a red stock…and there is this turd,hard find red turd
chipotle,stocktwits,CMG,2026-05-20T18:37:33Z,,"@Backer59 Haha, I think it’s more about different operating philosophies. $CAVA seems more focused on standardization and margin control, while $CMG leans more into the “bigger portions = better value” experience. From a customer perspective, a lot of people naturally feel CMG gives stronger value for the money. I’m following both names closely as well — the restaurant space could get really interesting from here. Feel free to follow me if you want the full breakdown, I can DM you my thoughts.",backer haha about different operating philosophies seems focused standardization margin control while leans bigger portions better value experience customer perspective lot naturally feel gives stronger value money following both names closely well restaurant space interesting here feel free follow want full breakdown thoughts
chipotle,stocktwits,CMG,2026-05-20T16:54:26Z,,$CAVA willing to trade places with my $CMG CEO?,willing trade places ceo
chipotle,stocktwits,CMG,2026-05-20T16:40:17Z,,$CAVA CEO Brett Schulman responded to $CMG “just ask for more” comment by emphasizing consistency in portioning. The message is simple — ensure team members serve appropriate portions so customers don’t need to request extra. It highlights two different operating philosophies: flexible customer adjustment vs standardized experience. Does $CAVA’s consistency-first approach become a long-term competitive advantage?,ceo brett schulman responded ask comment emphasizing consistency portioning message simple ensure team members serve appropriate portions customers don need request extra highlights different operating philosophies flexible customer adjustment standardized experience consistency first approach become long term competitive advantage
chipotle,stocktwits,CMG,2026-05-20T16:29:17Z,Bullish,"$CMG When whoever is doing the selling is done selling, this stock should storm upwards. It has a lower P/E than its peers (much lower) and in my opinion, it&#39;s a more popular brand if not a household name. Its share price is criminally underpriced right now.",whoever doing selling done selling storm upwards lower than peers lower opinion popular brand household name price criminally underpriced right now
chipotle,stocktwits,CMG,2026-05-20T16:07:36Z,,$SBUX $CAVA $CMG $CBRL accumulate If you have profits somewhere accumulate these Wealth creation happens in years and not days,accumulate profits somewhere accumulate these wealth creation happens years days
chipotle,stocktwits,CMG,2026-05-20T15:44:11Z,Bullish,$NDLS Noodles going to 15$ for buyout soon ;) that&#39;s my bet $MCD $BYND $CAKE $CMG,noodles going buyout soon bet
chipotle,stocktwits,CMG,2026-05-20T15:07:44Z,,$CAVA I wouldnt worry about the CAVA dump this am. Seems like a lot of consumer stocks sold off $ONON $CMG $DECK etc. More likely someone just reducing exposure to the sector in general. Bullish for CAVA IMO,wouldnt worry about cava dump seems lot consumer sold off etc likely someone reducing exposure sector general bullish cava
chipotle,stocktwits,CMG,2026-05-20T14:34:45Z,Bullish,$CMG oh oh..it got green for a split second there. Did you guys see that?,green split second guys see
chipotle,stocktwits,CMG,2026-05-20T13:31:48Z,,$CMG what sort of manipulation is this? $CAVA is up more than 12% and this one beat earning and gave better future forecast but still lagging ever since.,sort manipulation than beat earning gave better future forecast lagging ever since
chipotle,stocktwits,CMG,2026-05-20T13:22:15Z,Bullish,@lextrading $CMG spending like Crazy to go International GL,lextrading spending crazy international
chipotle,stocktwits,CMG,2026-05-20T13:20:52Z,,"$CMG $SG hold well $CMG shit again yesterday at close. $CAVA 9% sales growth, ceo on cnbc explains strategy well with inflation related question taken care, no excuses. $CMG, shame!!",hold well shit again yesterday close sales growth ceo cnbc explains strategy well inflation related question taken care excuses shame
chipotle,stocktwits,CMG,2026-05-20T13:15:18Z,,"$CMG The stock is currently down more than 50% from its all-time highs, while revenue, net income, and free cash flow keep trending upward.",currently down than all time highs while revenue net income free cash flow keep trending upward
chipotle,stocktwits,CMG,2026-05-20T12:54:58Z,,$CAVA up 9.5% with over 100 P/E yet my $CMG won&#39;t recover?,over yet won recover
chipotle,stocktwits,CMG,2026-05-20T06:11:59Z,,$CMG Price: $33.04 (-2.10%) Trend: Bearish Market Bias (7D): Sideways ⚖️ Expected Range: ±1.68% RSI: 50.3 | Momentum: Moderate Volume: -3.5% vs avg Volatility: 2.21% Support: $31.63 | Resistance: $35.76 Sourch:,price trend bearish bias sideways expected range rsi momentum moderate volume avg volatility support resistance sourch
chipotle,stocktwits,CMG,2026-05-20T03:27:50Z,,$CELH $CMG $CHWY What happened to these three C darlings?,happened these three darlings
chipotle,stocktwits,CMG,2026-05-20T00:53:52Z,,"Haven&#39;t been trading much this week, I closed my position in $CMG and have been looking for a new trade to put on, gambling on the $BULL earnings reports is interesting. The stock has held most of its gains from the rally in early April, that move was primarily the result of the FINRA regulations being redacted The previous earnings report didn&#39;t boost the stock, the stock sold off 30% over the next month following the report, and they losted record revenues in Q4 2025. 158M is the expectation for Q1 2026 - I dont know what number it would take to send the stock higher, the removal of the daytrading restrictions likely havent had a dramatic effect on revenues quite yet.",haven trading week closed position looking new trade put gambling earnings reports interesting held gains rally early april move primarily result finra regulations being redacted previous earnings report didn boost sold off over next month following report losted record revenues expectation dont know number take send higher removal daytrading restrictions likely havent dramatic effect revenues quite yet
chipotle,stocktwits,CMG,2026-05-19T22:05:41Z,Bullish,$CAVA up 7% without $CMG rising at all!,without rising all
chipotle,stocktwits,CMG,2026-05-19T21:19:17Z,,$CAVA Adding salmon dish made it stand out from the pack like $CMG,adding salmon dish made stand out pack
chipotle,stocktwits,CMG,2026-05-19T21:02:34Z,,"$CMG It&#39;s insulting to see CAVA and SG popping off, while CMG stays held back.",insulting see cava popping off while stays held back
chipotle,stocktwits,CMG,2026-05-19T20:39:43Z,,$CMG Dan Loeb out of CMG 1st q,dan loeb out
chipotle,stocktwits,CMG,2026-05-19T20:35:18Z,,$CMG &amp; $SHAK know $CAVA beat &amp; Raised?,amp know beat amp raised
chipotle,stocktwits,CMG,2026-05-19T20:25:53Z,,"$CMG horrible, $CAVA amazing. Of course i bet big on the wrong one last Nov.",horrible amazing course bet big wrong last nov
chipotle,stocktwits,CMG,2026-05-19T20:20:24Z,Bearish,$CMG Chipotle’s food sucks! What a hole,food sucks hole
chipotle,stocktwits,CMG,2026-05-19T20:18:09Z,Bullish,$CAVA buy $SG for $20 a share &amp; own the slop bowl market while $CMG loses customers to tiny portions and brown guac,buy amp own slop bowl while loses customers tiny portions brown guac
chipotle,stocktwits,CMG,2026-05-19T20:17:19Z,,"$SHAK $CMG $MCD apparently peeps going to$CAVA $RRGB instead, cubie teaches😅",apparently peeps going instead cubie teaches
chipotle,stocktwits,CMG,2026-05-19T20:16:47Z,Bullish,$CMG maybe we can ride CAVAs coattails,maybe ride cavas coattails
chipotle,stocktwits,CMG,2026-05-19T20:16:46Z,Bullish,Cava Group Delivers Strong First Quarter as Revenue Growth Surpasses Expectations $CAVA $SPY $CMG,cava group delivers strong first quarter revenue growth surpasses expectations
chipotle,stocktwits,CMG,2026-05-19T20:12:58Z,,$CAVA took 200 on close and sold $84FOR small profit !! liked it last year low 50s . Hope it gives another chance . future $CMG when economy turns around !!,took close sold small profit liked last year low hope gives another chance future economy turns around
chipotle,stocktwits,CMG,2026-05-19T19:57:16Z,,$CAVA Facts: CAVA CEO and staff all eat at $CMG. Buy more Chipotle! Better stock and better food.,facts cava ceo staff all eat buy better better food
chipotle,stocktwits,CMG,2026-05-19T19:36:16Z,,$CMG why is crashing what’s the news it must be news,why crashing news must news
chipotle,stocktwits,CMG,2026-05-19T19:13:28Z,Bearish,$CMG good luck holding on -,good luck holding
chipotle,stocktwits,CMG,2026-05-19T19:10:32Z,,$CMG = CHATTER OF PEOPLE GETTING SICK,chatter getting sick
chipotle,stocktwits,CMG,2026-05-19T18:24:35Z,,$CMG garbage price action today. Can never get a 2nd green day in a row ever,garbage price action today never green day row ever
chipotle,stocktwits,CMG,2026-05-19T17:14:20Z,,$CAVA gonna affect $CMG &amp; $SHAK?,gonna affect amp
chipotle,stocktwits,CMG,2026-05-19T13:34:09Z,,$CMG Starting to set up here,starting set here
chipotle,stocktwits,CMG,2026-05-19T12:21:12Z,Bullish,$NDLS only 20% to break 15$ on a smallcap that’s crazy let’s do it $BYND $CMG $CAKE $MCD,only break smallcap crazy let
chipotle,stocktwits,CMG,2026-05-19T11:10:40Z,Bullish,$CMG know $CAVA options expecting up to 14.5% move Tonight?,know options expecting move tonight
chipotle,stocktwits,CMG,2026-05-19T00:47:37Z,Bullish,$CMG Buying the next dip.,buying next dip
chipotle,stocktwits,CMG,2026-05-18T19:56:18Z,Bullish,$CMG know $CAVA reports Tomorrow?,know reports tomorrow
chipotle,stocktwits,CMG,2026-05-18T19:39:37Z,Bullish,$CMG Bears eat at Taco Bell. Pathetic.,bears eat taco bell pathetic
chipotle,stocktwits,CMG,2026-05-18T18:38:54Z,Bullish,$CMG needs to get above $34 to have a chance. The last 2 moves up started above 34 (dec &#39;25 and april &#39;26),needs above chance last moves started above dec april
chipotle,stocktwits,CMG,2026-05-18T16:31:37Z,,another loss in $CMG - Everything I make scalping I lose trying to short the burrito rollers.,another loss everything make scalping lose trying short burrito rollers
chipotle,stocktwits,CMG,2026-05-18T12:06:08Z,Bullish,$NDLS Who bet on a buy out after or before Q2? $BYND $CMG $MCD $CAKE,bet buy out after before
chipotle,stocktwits,CMG,2026-05-17T23:39:51Z,,$CMG Seems like this only goes up on down days. Value gets bought on losing days?,seems only goes down days value gets bought losing days
chipotle,stocktwits,CMG,2026-05-17T07:40:54Z,Bullish,$NDLS Noodles turn around in success phase (sames stores sales positives since 16 months) Q2 will be resultat net positive I guess ! $BYND $CMG $MCD $CAKE,noodles turn around success phase sames stores sales positives since months resultat net positive guess
chipotle,stocktwits,CMG,2026-05-17T05:10:04Z,,$MCD “He ordered no ketchup on his burger. Give him ketchup-only and use the entire bottle so his burger is swimming in it.” $WEN $CMG,ordered ketchup burger give him ketchup only use entire bottle burger swimming
chipotle,stocktwits,CMG,2026-05-16T18:44:33Z,,$CMG Might Just Make a Come-Back Bullish Curling Structure on the Weekly Chart above $30 Support!,might make come back bullish curling structure weekly chart above support
chipotle,stocktwits,CMG,2026-05-16T12:51:12Z,,🔍 𝗠𝗜𝗟𝗟𝗘𝗡𝗡𝗜𝗨𝗠 13𝗙 𝗜𝗦 𝗢𝗨𝗧 🔎 Notable Updates: 𝗡𝗲𝘄 𝗟𝗔𝗥𝗚𝗘 𝗕𝘂𝘆𝘀: $TEVA 𝗔𝗱𝗱𝗲𝗱 10-20% 𝗺𝗼𝗿𝗲: $B 𝗗𝗢𝗨𝗕𝗟𝗘𝗗 stake: $CMG Heavily 𝗕𝗢𝗢𝗦𝗧𝗘𝗗: $SOFI 𝗥𝗲𝗱𝘂𝗰𝗲𝗱 by 70%: $EBAY 𝗦𝗢𝗟𝗗 out: CFLT Israel Englander is up 121% in past 3 yrs Source: hedgefollow.com/funds/Millennium+Management,notable updates stake heavily out cflt israel englander past yrs source hedgefollow com funds millennium management
chipotle,stocktwits,CMG,2026-05-16T11:55:11Z,Bullish,$CMG Global expansion working?,global expansion working
chipotle,stocktwits,CMG,2026-05-16T08:50:14Z,Bullish,@catking22 this marketcap is undervalued continue to buy in silence before people wake up ! This company has only 73M$ marketcap and 5.89M shares in circulation ! The company make 500M$/year and the result of their turn around are really great currently ! They will probably find the rentabilty in Q2 $BYND $MCD $CMG $CAKE,catking marketcap undervalued continue buy silence before wake only marketcap circulation make year result turn around great currently probably find rentabilty
chipotle,stocktwits,CMG,2026-05-16T08:47:08Z,Bullish,"@WenABVEAudit This market is so low only 73M$ with 5,89M shares in circulation..that’s so easy to hit 20$ , this is totally undervalued especially when we see the good results of their turn around process $BYND $MCD $RRGB $CMG",wenabveaudit low only circulation easy hit totally undervalued especially see good results turn around process
chipotle,stocktwits,CMG,2026-05-16T00:41:04Z,,"I ended the week on a peak, my daytrading account is at peak &#39;26 after a good week scalping in $INTC - damn if I didnt make some good trades. I dont know if its skill, luck, sense, methodology. I scalped about six percent and this stock is swinging six percent every day,.and Im trading actively, Im taking down .50 cent winners, 1.00 winners I rack that every time. Somethings going right, cutting my losses, but holding on in the right spots. It could go against me 10% but Im up 20% scalping over the last month. Its always a precarious thing, cant go feeling to good about your skills or your insight. Its like this MF&#39;er is going my way or it isn&#39;t. Good with the bad I guess. $CMG Im in for another day, Id really like to see a break of 32 on Monday. Im off for the evening. Have a good weekend.",ended week peak daytrading account peak after good week scalping damn didnt make some good trades dont know skill luck sense methodology scalped about six percent swinging six percent every day trading actively taking down cent winners winners rack every time somethings going right cutting losses holding right spots against scalping over last month always precarious cant feeling good about skills insight going way isn good bad guess another day see break monday off evening good weekend
chipotle,stocktwits,CMG,2026-05-15T20:27:51Z,Bullish,$CMG they gave us a dime for our patience,gave dime patience
chipotle,stocktwits,CMG,2026-05-15T18:47:05Z,Bullish,"$CMG options tell me a close between 32.50-33, but ill take whatever green day i can get",options tell close between ill take whatever green day
chipotle,stocktwits,CMG,2026-05-15T17:20:10Z,Bullish,$CMG Undervalued is an understatement. This stock should be $60/share if not higher.,undervalued understatement higher
chipotle,stocktwits,CMG,2026-05-15T16:33:06Z,Bullish,$NDLS only 73M$ marketcap and 5.89M shares in circulation so easy to break 15$ $BYND $CMG $CAKE $RRGB,only marketcap circulation easy break
chipotle,stocktwits,CMG,2026-05-15T15:07:36Z,,"selloff in the the broader market index and $CMG finds support at 32 once again, you really have to think the stock is being defended at this level. Support at 30-32, this stock is likely to be range bound for the next 18 months between 25 and 50 -- the formation of a right shoulder on the Monthly chart. My trade is for 28.00 a share, short at 32.49 and holding. Another dollar up and Im going to get stopped out so. If the stock fades into the close, I may hold on for Monday but awfully strong at 32.",selloff broader index finds support once again being defended level support likely range bound next months between formation right shoulder monthly chart trade short holding another dollar going stopped out fades close may hold monday awfully strong
chipotle,stocktwits,CMG,2026-05-15T14:46:34Z,Bullish,$CMG Created May 12. Looks correct now. (Used to own this),created may looks correct now used own
chipotle,stocktwits,CMG,2026-05-15T14:06:36Z,Bullish,$CMG - I am still waiting for my $40 as first stop 🤔🤦‍♂️,waiting first stop
chipotle,stocktwits,CMG,2026-05-15T13:21:36Z,,$CMG know $SBUX is doing Layoffs?,know doing layoffs
chipotle,stocktwits,CMG,2026-05-15T11:55:00Z,Bullish,$CMG care that $CAVA reports next Week?,care reports next week
chipotle,stocktwits,CMG,2026-05-15T10:36:09Z,Bullish,$NDLS that’s crazy how Noodles is undervalued $CMG $MCD $RRGB $CAKE,crazy how noodles undervalued
chipotle,stocktwits,CMG,2026-05-15T10:21:16Z,,$CMG — Chipotle’s max pain price is declining toward 32.5.,max pain price declining toward
chipotle,stocktwits,CMG,2026-05-15T00:47:55Z,,"$CMG $DKNG $FTNT …well 1 out of 3 worked. Fortunately sold chipotle and draftkings before it got bad. Also sold out of ftnt for a short time but got back in before the big run. Won’t win them all — just need to stop the bleeding early, reevaluate, and try again when it makes sense.",well out worked fortunately sold draftkings before bad sold out ftnt short time back before big run won win all need stop bleeding early reevaluate try again makes sense
chipotle,stocktwits,CMG,2026-05-15T00:05:58Z,,$CMG the manipulation with this is un fucking believable. motherfuckers needed this red today and they got it. tells you how fake everything is. they can set the price to whatever they want.,manipulation fucking believable motherfuckers needed red today tells how fake everything set price whatever want
chipotle,stocktwits,CMG,2026-05-14T20:06:40Z,,$CMG Spends all day in the green just to close red. Of course.,spends all day green close red course
chipotle,stocktwits,CMG,2026-05-14T17:50:18Z,Bullish,$NDLS My bet for Q2 : 🍝 - Increase sales comparable at 9% -Reducing debt around 3M$ - EPS Positive maybe between :+0.01 and +0.03 $MCD $BYND $CAKE $CMG,bet increase sales comparable reducing debt around eps positive maybe between
chipotle,stocktwits,CMG,2026-05-14T14:05:08Z,,@Wowsuchboolish go look $CMG it will change your mind 😂,wowsuchboolish look change mind
chipotle,stocktwits,CMG,2026-05-14T12:04:09Z,Bullish,$CMG need new menu?,need new menu
chipotle,stocktwits,CMG,2026-05-14T11:04:21Z,Bullish,$NDLS Noodles could reach the marketcap of $JACK easily.. let&#39;s do it ;) $MCD $CMG $CAKE,noodles reach marketcap easily let
chipotle,stocktwits,CMG,2026-05-14T09:32:09Z,,$CMG This is a detailed breakdown of their last earnings. It’s worth a skim.,detailed breakdown last earnings worth skim
chipotle,stocktwits,CMG,2026-05-13T19:17:08Z,,$CMG Global push working?,global push working
