post_idx,company,source,ticker,created_datetime,sentiment_label,bert_text,emotion_admiration,emotion_amusement,emotion_anger,emotion_annoyance,emotion_approval,emotion_caring,emotion_confusion,emotion_curiosity,emotion_desire,emotion_disappointment,emotion_disapproval,emotion_disgust,emotion_embarrassment,emotion_excitement,emotion_fear,emotion_gratitude,emotion_grief,emotion_joy,emotion_love,emotion_nervousness,emotion_neutral,emotion_optimism,emotion_pride,emotion_realization,emotion_relief,emotion_remorse,emotion_sadness,emotion_surprise,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,dominant_topic,dominant_topic_prob
starbucks_00010,starbucks,stocktwits,SBUX,2026-05-28T05:34:50Z,,"Top GEX Based watchlist for tomorrow: $KEYS $INCY $BLK $XLB $SBUX The setup is there on the options-market structure side: convexity, dealer hedge pressure, call-wall proximity, and 3–6 week swing potential. But the trigger matters. I only care if they gap up and RVOL is 0.75+. Then I want VWAP hold + continuation. No confirmation, no trade. $KEYS = cleanest $INCY = best near-flip tactical setup $BLK = strongest dealer-pressure name $XLB = higher-risk convexity $SBUX = pullback reversal candidate",9.715656051412223e-05,5.1112827350152656e-05,8.769038686295971e-05,0.0005038707749918,0.0011676684953272,0.0001612482446944,7.284778985194862e-05,4.768621511175297e-05,0.0002826146082952,0.0001749299990478,0.0002187597128795,7.589194137835875e-05,1.3476090316544289e-05,4.532856110017747e-05,4.202883064863272e-05,2.0751582269440405e-05,1.2869992133346386e-05,4.6530014515155926e-05,5.301518103806302e-05,1.7401842342223972e-05,0.996137797832489,0.000208807279705,1.2257839443918783e-05,0.0003263967810198,1.793341107259039e-05,1.251290177606279e-05,7.64713404350914e-05,1.4905750504112802e-05,0.14571163058280945,0.004314349498599768,0.004314687103033066,0.004313603043556213,0.004314488265663385,0.004318805877119303,0.004319361411035061,0.8283931016921997,7,0.8283931016921997
starbucks_00011,starbucks,stocktwits,SBUX,2026-05-27T21:34:41Z,Bullish,$BROS pretty happy w this one.. will cont to buy any decent dips.. $SBUX is awful compared to DB....wish franchises were still available..,0.0017455698689445,0.0009398601832799,0.0039768582209944,0.0234849341213703,0.0017387697007507,0.0010628966847434,0.0009763339185155,0.0015933631220832,0.8860992193222046,0.016482749953866,0.0050171138718724,0.0112172225490212,0.0006752561894245,0.0030926850158721,0.0019147453131154,0.000686285784468,0.0003611960273701,0.0021200061310082,0.002720434218645,0.0011661385651677,0.0151779502630233,0.0100173000246286,0.0003712271573022,0.0015015141107141,0.0003766127338167,0.0008140842546708,0.0035961272660642,0.0010736836120486,0.8748114109039307,0.017897242680191994,0.01786687783896923,0.017904454842209816,0.017865806818008423,0.017865512520074844,0.017906993627548218,0.017881719395518303,0,0.8748114109039307
starbucks_00012,starbucks,stocktwits,SBUX,2026-05-27T19:01:15Z,Bearish,$BTC.X Crazy nurse 304s scare the hell out of me $SBUX $WEN,0.0012933019315823,0.0032875759061425,0.0031368352938443,0.0045899264514446,0.0013144931290298,0.0009028331842273,0.0015043913153931,0.0016147152055054,0.0014149899361655,0.001684860792011,0.0012007019249722,0.0048794182948768,0.0013410648098215,0.0039238464087247,0.8668699860572815,0.0003065112978219,0.0007095717592164,0.0020259383600205,0.000888327602297,0.0087498677894473,0.0756334289908409,0.0010523217497393,0.0002791397564578,0.0026251066010445,0.0003754688659682,0.0001723884488455,0.0027112972456961,0.005511668510735,0.03130599111318588,0.03131783753633499,0.031264521181583405,0.7810553312301636,0.03125511482357979,0.03126418963074684,0.03126451000571251,0.031272467225790024,3,0.7810553312301636
starbucks_00013,starbucks,stocktwits,SBUX,2026-05-27T17:32:27Z,,$SBUX Structural downtrend based on a changing economy.,0.0001003763827611,0.0001627542660571,8.888090087566525e-05,0.000760588562116,0.0015468682395294,9.356562804896384e-05,0.0002318359183846,8.050707401707768e-05,0.0001018544571707,0.0005808838759548,0.0002663203340489,0.0001335644192295,8.077230449998751e-05,0.0001234358787769,9.944794874172658e-05,3.8266702176770195e-05,3.863666643155739e-05,0.0001023697041091,5.8394787629367784e-05,6.711949390592054e-05,0.9909152388572692,0.0005849609151482,3.167505201417953e-05,0.0032013424206525,5.972060534986667e-05,5.366252298699692e-05,0.0002647934597916,0.0001321815652772,0.02501513622701168,0.025016356259584427,0.025012603029608727,0.02501344308257103,0.02500746212899685,0.02503657527267933,0.02501278556883335,0.8248856663703918,7,0.8248856663703918
starbucks_00014,starbucks,stocktwits,SBUX,2026-05-27T16:09:35Z,,$SBUX Don&#39;t be someone else&#39;s exit liquidity.,5.669334132107906e-05,7.548821304226294e-05,0.000122507015476,0.0003153692523483,0.000287026487058,3.6398207157617435e-05,0.0001120671367971,5.062618583906442e-05,3.5136898077325895e-05,0.0001267994230147,0.0002334768796572,6.508042861241847e-05,2.3373608200927265e-05,4.707624248112552e-05,4.205423829262145e-05,2.242593291157391e-05,1.3589438822236843e-05,4.673003422794864e-05,2.9612172511406243e-05,1.2236532711540349e-05,0.9978519678115844,6.904624751769006e-05,8.170582077582367e-06,0.000191588915186,9.087064427149016e-06,1.0968725291604642e-05,7.41382100386545e-05,3.134150756523013e-05,0.025028549134731293,0.025065898895263672,0.025015175342559814,0.5122622847557068,0.025008657947182655,0.33755195140838623,0.025002388283610344,0.025065110996365547,3,0.5122622847557068
starbucks_00015,starbucks,stocktwits,SBUX,2026-05-27T15:56:12Z,,$SBUX liking that bounce off 100,0.0002485975855961,0.0001450177223887,0.0001091645608539,0.0002370267029618,0.0007546588312834,5.944804797763936e-05,9.349556785309689e-05,8.745116792852059e-05,0.0001059842761605,0.0001190253678942,0.0001182181076728,0.0001016825262922,2.2583049940294583e-05,0.0001495640171924,3.637356348917819e-05,3.151353666908108e-05,1.6954378224909306e-05,0.0001508561399532,0.0004600893880706,1.0052813195216004e-05,0.9965069890022278,8.579979476053268e-05,1.6834523194120266e-05,0.0001940077927429,1.3267903341329657e-05,1.8664193703443743e-05,7.394556450890377e-05,3.272532921982929e-05,0.041682902723550797,0.04167576879262924,0.04167543351650238,0.04167237877845764,0.04167066514492035,0.041674233973026276,0.7082602977752686,0.04168826341629028,6,0.7082602977752686
starbucks_00016,starbucks,stocktwits,SBUX,2026-05-27T14:19:11Z,,$CAVA $SBUX $CMG Cava chart is looking string. Breakout imminent,0.0001082026647054,8.847201388562098e-05,7.268894114531577e-05,0.0001655608793953,0.0003550868132151,3.926767749362625e-05,8.498206443618983e-05,5.908335151616484e-05,6.391864008037373e-05,9.498516010353342e-05,7.1811540692579e-05,6.606006354559213e-05,2.1286523406160995e-05,0.0001379508175887,7.38011731300503e-05,2.4193499484681524e-05,1.620323382667266e-05,8.512076601618901e-05,5.65149421163369e-05,1.8296361304237507e-05,0.9978531002998352,9.324868733529e-05,1.3912834219809156e-05,0.0001916765031637,1.2119677194277756e-05,1.208056892210152e-05,7.427133823512122e-05,4.604510831995867e-05,0.02501506917178631,0.025013403967022896,0.025007862597703934,0.82494056224823,0.025009654462337494,0.02500913105905056,0.025002945214509964,0.02500135451555252,3,0.82494056224823
starbucks_00017,starbucks,stocktwits,SBUX,2026-05-27T11:07:07Z,,$SBUX Starbucks stock lost approximately 38% to 53% of its value during 2008.,0.0005902221892029,0.0010684547014534,0.0013036747695878,0.0117360679432749,0.0029712603427469,0.0004528636927716,0.0008323368383571,0.0005392248858697,0.0010096601909026,0.202675849199295,0.0040818280540406,0.0010531636653468,0.0019801820162683,0.0003914856933988,0.0008414429030381,0.0003015669935848,0.001503114355728,0.0011143831070512,0.000879572762642,0.0014477466465905,0.6658031344413757,0.0027607823722064,0.0002212996623711,0.0215342715382576,0.0008736280724406,0.0015476134140044,0.0680006965994834,0.0024845183361321,0.21352775394916534,0.025011440739035606,0.025052428245544434,0.504797101020813,0.025013932958245277,0.025018025189638138,0.025007667019963264,0.156571626663208,3,0.504797101020813
starbucks_00018,starbucks,stocktwits,SBUX,2026-05-26T21:19:06Z,Bearish,$SBUX 105$ is always a good level to sell covered calls. Will never get above 110$ in this cycle…,0.1651353538036346,0.0011164573952555,0.0002774785389192,0.0013759429566562,0.2758893072605133,0.0037593953311443,0.0015400839038193,0.0026055164635181,0.0125312460586428,0.0011494959471747,0.0041950368322432,0.0003960722242482,8.208552753785625e-05,0.0134232332929968,0.0004159396630711,0.0020432071760296,0.0001444750814698,0.00336275389418,0.0033986489288508,0.0001806179643608,0.3715577721595764,0.127190500497818,0.0013337814016267,0.0048720347695052,0.0007263565203174,0.0001655074302107,0.0003773326461669,0.0007542907842434,0.9026587605476379,0.013911806046962738,0.013891950249671936,0.013906043954193592,0.013889903202652931,0.013925984501838684,0.013910007663071156,0.013905580155551434,0,0.9026587605476379
starbucks_00019,starbucks,stocktwits,SBUX,2026-05-26T19:56:37Z,Bearish,$BTC.X $5PAISA.NSE $HOOD #666 yo momma gonna die $TSLA 67 brainrot $SBUX,8.370792784262449e-05,0.0001424848887836,0.0002604945329949,0.0003386400348972,0.0002379042853135,5.714136568713002e-05,8.763434743741527e-05,7.094369357218966e-05,8.084873843472451e-05,0.0001493921154178,0.0001096647101803,0.0001536510389996,4.526828706730157e-05,0.0001178221573354,0.0001664981828071,3.008256680914201e-05,3.554321301635355e-05,9.477899584453552e-05,7.168103184085339e-05,2.6868496206589043e-05,0.997052788734436,9.721010428620502e-05,1.682707625150215e-05,0.0001731903321342,1.4109705261944328e-05,2.2451909899245948e-05,0.0001907988189486,7.152561738621444e-05,0.06251842528581619,0.06252922862768173,0.06250309199094772,0.06257893145084381,0.06250128149986267,0.06250128149986267,0.06260998547077179,0.5622578263282776,7,0.5622578263282776
starbucks_00020,starbucks,stocktwits,SBUX,2026-05-26T18:07:13Z,,@Samurai0 is the illusion of getting the cup with the mermaid. The most effective brainwashing strategy in history. $SBUX,0.037684042006731,0.0005042952252551,0.0003885289770551,0.0029292278923094,0.0332149192690849,0.0001250296045327,0.0001556171482661,0.0001509395369794,0.000216981570702,0.0010903909569606,0.0007740155560895,0.0005898735835216,0.0001280522265005,0.000773326086346,0.0001207598033943,0.0002623464970383,5.318092735251412e-05,0.0004194758657831,0.0003039435250684,2.763841075648088e-05,0.9130924940109252,0.0010265733581036,0.0004328145878389,0.0047821570187807,0.0001536823110654,3.6636916775023565e-05,0.0001521419326309,0.00041092155152,0.03126645088195801,0.031268227845430374,0.031295884400606155,0.7810683250427246,0.03128904104232788,0.03125564754009247,0.0312727652490139,0.03128361701965332,3,0.7810683250427246
starbucks_00021,starbucks,stocktwits,SBUX,2026-05-26T14:06:38Z,,$SBUX typically the big moves down are either triggered by an overall market drop or a specific data point showing that store traffic and sales are declining in the face of consumer pressure. Anyone with a brain can see that the consumer pressure is accelerating fast but you won’t get the 30% down in 90 days move until this is officially confirmed.,0.0002382117090746,0.0001747075875755,0.0001522093953099,0.0023259581066668,0.0138936340808868,0.0004123386170249,0.0051643564365804,0.0004359759623184,0.0004026792594231,0.0094431033357977,0.0104235997423529,0.0002262924681417,0.0002452168555464,0.0001405844523105,0.0002161248849006,0.0001087066557374,0.000126751314383,0.0002406097191851,0.000192888372112,0.0002660948375705,0.9279686212539672,0.0032215984538197,7.457346509909257e-05,0.0218392983078956,0.0003263721591793,0.000214492494706,0.0012392327189445,0.000285815069219,0.9662825465202332,0.004815857857465744,0.0048204283230006695,0.004817570559680462,0.004810626152902842,0.004816981963813305,0.004816123284399509,0.004819861147552729,0,0.9662825465202332
starbucks_00022,starbucks,stocktwits,SBUX,2026-05-26T14:01:44Z,,"$SBUX we are entering the periodic SBUX death loop, note that it has started going down before rest of market as the recession news gets louder",0.000231166370213,0.0003273873007856,0.0001059817295754,0.0010286585893481,0.0054935324005782,0.000275706697721,0.0003322243283037,0.0001146758877439,0.0002661208563949,0.0020888552535325,0.0004912097938358,0.0002987626357935,0.0002308720286237,0.0003284029662609,0.0007392851985059,0.0001075050095096,0.0001510009169578,0.0004218539397697,0.0001078831701306,0.0005730093689635,0.973308563232422,0.0007218560785986,8.963340223999694e-05,0.0093564596027135,0.0003054322151001,0.0001355562999378,0.0021656828466802,0.000202748531592,0.011368182487785816,0.01137333083897829,0.01137459371238947,0.9203852415084839,0.01137092150747776,0.011373895220458508,0.011380043812096119,0.01137379091233015,3,0.9203852415084839
starbucks_00023,starbucks,stocktwits,SBUX,2026-05-26T13:30:25Z,,"$SBUX No this is worth selling, it&#39;s a stock based on consumers having money to toss around and they are approaching zero of that.",0.0017250521341338,0.0002017576043726,0.0001670902711339,0.0011325328378006,0.0432377457618713,0.000178901333129,0.0002547695767134,0.0001139750020229,0.0001456599420635,0.0005087571917101,0.0030175326392054,0.0001487240224378,3.329303945065476e-05,0.0001763934851624,4.272452861187048e-05,0.0001366706419503,2.129978201992344e-05,0.0001823726051952,0.0003165386733599,1.800948848540429e-05,0.9440492987632751,0.001110809855163,6.80570665281266e-05,0.0027407060842961,8.270605758298188e-05,2.7771040549851023e-05,8.954023360274732e-05,7.13120389264077e-05,0.015667885541915894,0.01564112864434719,0.5169970393180847,0.3890979290008545,0.015638750046491623,0.0156567245721817,0.015643978491425514,0.015656566247344017,2,0.5169970393180847
starbucks_00024,starbucks,stocktwits,SBUX,2026-05-26T13:28:49Z,,"$SBUX Starbucks does pretty well normally but every time there&#39;s a recession it reliably will go down between 30% and 50%. Headline today is that delinquent debt is at worse levels than 2008 with a 15 year high on credit debt default. At this point, just waiting for whatever catalyst grabs people&#39;s attention before it makes the big move down once again.",0.0049190209247171,0.0001876174064818,0.0005072759813629,0.0093709416687488,0.0208642408251762,0.0013058269396424,0.0018291950691491,0.0018251062138006,0.0128631489351391,0.0338512025773525,0.0091955512762069,0.0007942225201986,0.0003045774355996,0.0010432538110762,0.0005072706844657,0.0001814056013245,0.0001821739570004,0.0002754530287347,0.0003289760788902,0.0004288492782507,0.8480550646781921,0.0409952625632286,0.0002480925468262,0.0070773605257272,0.0003204403328709,0.0002860843087546,0.001892224070616,0.0003601998323574,0.004324153997004032,0.004316345788538456,0.00431438721716404,0.9697750210762024,0.004312130156904459,0.00431716488674283,0.004320214036852121,0.0043205865658819675,3,0.9697750210762024
starbucks_00025,starbucks,stocktwits,SBUX,2026-05-26T13:26:59Z,,$SBUX dude stop selling,7.027126412140206e-05,0.0001734165707603,0.0005457905936054,0.0020666946657001,0.0005518803955055,9.882844460662454e-05,0.0001487859699409,9.209241397911684e-05,8.879799861460924e-05,0.0014093270292505,0.0034475785214453,0.000198055859073,7.573494804091752e-05,6.196244794409722e-05,8.162733138306066e-05,4.1727482312126085e-05,4.847378659178503e-05,0.0001052733859978,6.923249748069793e-05,3.880969597958028e-05,0.9891878962516784,0.0001300776348216,1.4923097296559718e-05,0.0004607972514349,2.6837506084120832e-05,3.2301344617735595e-05,0.0006597645697183,7.303223537746817e-05,0.04176852107048035,0.041685063391923904,0.7081301212310791,0.04166918247938156,0.04171716421842575,0.041677795350551605,0.04168177396059036,0.04167037084698677,2,0.7081301212310791
starbucks_00026,starbucks,stocktwits,SBUX,2026-05-26T12:50:02Z,Bullish,$AMD Shorts this morning happy to make their $20 for their $SBUX latte. Cheering about a $2 move in stock price on their short position.,0.0049241227097809,0.0100607266649603,0.0009709571604616,0.0026671127416193,0.0166115872561931,0.0045893448404967,0.0008744916995055,0.001505757914856,0.0018956640269607,0.0004918359336443,0.0010880905902013,0.0002677270385902,0.0002135502872988,0.0421345867216587,0.0002400244557065,0.0012294308980926,0.0001856833259807,0.6335157155990601,0.0020879935473203,0.0004321637097746,0.2642943263053894,0.0031511362176388,0.0010267372708767,0.0016450270777568,0.0028254431672394,0.000144947625813,0.0005546158645302,0.0003712958132382,0.6205540299415588,0.011373573914170265,0.011384471319615841,0.01138532068580389,0.011367852799594402,0.3111407458782196,0.011415775865316391,0.011378212831914425,0,0.6205540299415588
starbucks_00027,starbucks,stocktwits,SBUX,2026-05-25T14:48:30Z,Bullish,"$SBUX look WMT never guides good wake up , there&#39;s no fear factor heading this way , we have few earnings left &amp; well relax &amp; small the aroma........🐂💯ish",0.0001731369557091,0.0001634380896575,0.000150676962221,0.0012759850360453,0.0036765420809388,0.0006296573556028,9.49372915783897e-05,4.036404789076187e-05,7.615450886078179e-05,0.0009971080580726,0.0028665286954492,0.0001450470299459,8.39520653244108e-05,6.449252396123484e-05,0.0001117417050409,4.610321411746554e-05,4.800279930350371e-05,0.0002217718429164,5.713170685339719e-05,8.133926166919991e-05,0.9862253665924072,0.0003804364241659,4.6626959374407306e-05,0.001664052135311,0.0001653398940106,4.438601899892092e-05,0.0004317175480537,3.7934212741674855e-05,0.008942916989326477,0.008936457335948944,0.008935198187828064,0.7596492171287537,0.18671678006649017,0.008938542567193508,0.008947663940489292,0.00893320981413126,3,0.7596492171287537
