post_idx,company,source,ticker,created_datetime,sentiment_label,bert_text,emotion_admiration,emotion_amusement,emotion_anger,emotion_annoyance,emotion_approval,emotion_caring,emotion_confusion,emotion_curiosity,emotion_desire,emotion_disappointment,emotion_disapproval,emotion_disgust,emotion_embarrassment,emotion_excitement,emotion_fear,emotion_gratitude,emotion_grief,emotion_joy,emotion_love,emotion_nervousness,emotion_neutral,emotion_optimism,emotion_pride,emotion_realization,emotion_relief,emotion_remorse,emotion_sadness,emotion_surprise,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,dominant_topic,dominant_topic_prob
chipotle_00010,chipotle,stocktwits,CMG,2026-05-27T17:50:43Z,,$CMG beyond garbage. /sigh,0.0001089983343263,0.0002371101290918,0.0006813078653067,0.0019337062258273,0.0003892065433319,7.339818694163114e-05,0.000102913021692,7.980947702890262e-05,9.702939132694156e-05,0.0004667708708439,0.0003764588618651,0.0009230216383002,0.0001437708269804,7.986863784026355e-05,0.0001596978981979,3.975498475483619e-05,4.7429577534785494e-05,7.239606202347204e-05,8.893224003259093e-05,3.100929097854532e-05,0.993046224117279,7.816281140549108e-05,2.053413845715113e-05,0.0002572672383394,1.9685381630552e-05,3.501302489894442e-05,0.0003404082381166,7.010786794126034e-05,0.08333639055490494,0.08333845436573029,0.08404689282178879,0.582604706287384,0.08333718031644821,0.08333636075258255,3,0.582604706287384
chipotle_00011,chipotle,stocktwits,CMG,2026-05-27T17:46:22Z,Bearish,$CMG food stock is done! No longer sustainable for the price that is demanded.,0.0006669737049378,0.0006321785040199,0.0025571750011295,0.0624275431036949,0.0073392414487898,0.00074051565025,0.0010468505788594,0.0005263752536848,0.0009909680811688,0.1791084557771682,0.1183167621493339,0.0017005420522764,0.0014139917911961,0.0004872181161772,0.0004160713870078,0.000398367526941,0.0004759677976835,0.0007056302274577,0.0003253423492424,0.0006422931328415,0.5909249186515808,0.0015749094309285,0.0001985125563805,0.010188516229391,0.0006273985491134,0.0007807613001205,0.0140006495639681,0.0007858702447265,0.03397433087229729,0.03358718752861023,0.03365426883101463,0.03340508043766022,0.03333546966314316,0.8320437073707581,5,0.8320437073707581
chipotle_00012,chipotle,stocktwits,CMG,2026-05-27T17:03:18Z,Bullish,My current longs are $GRPN $SOFI $RIVN and $CMG LET GET IT!! 🔥🔥,0.000647060747724,0.0006648723501712,0.0003501039172988,0.0011173353996127,0.0238774288445711,0.000290619151201,0.0003703800903167,0.0005570883513428,0.0005501547711901,0.0002355454780627,0.0004586210416164,0.0002558355918154,6.54963732813485e-05,0.0008465908467769,0.0001180959225166,2.7404637876315977e-05,2.5943318178178743e-05,0.0002105980238411,0.0008714830037206,4.084357715328224e-05,0.9641448855400084,0.0021049752831459,5.5413187510566786e-05,0.0017544622533023,5.675503416568972e-05,3.8624624721705914e-05,9.983671770896764e-05,0.0001635928929317,0.055625345557928085,0.05564508214592934,0.0555579736828804,0.05604902282357216,0.7208424210548401,0.05628015846014023,4,0.7208424210548401
chipotle_00013,chipotle,stocktwits,CMG,2026-05-27T16:28:10Z,Bullish,$CMG I bought some 7/17 $40C here.,9.245665569324046e-05,8.072907803580165e-05,0.0001357936562271,0.0003174016601406,0.0003614057204686,4.297301347833127e-05,7.530736911576241e-05,6.327361916191876e-05,5.878068623133004e-05,9.854883683146908e-05,8.117260586004704e-05,6.817203393438831e-05,2.8129466954851523e-05,0.000141782220453,4.796830762643367e-05,3.895402551279403e-05,1.6787744243629277e-05,0.000103932681668,4.9521957407705486e-05,1.5120508578547742e-05,0.9976140260696412,7.392132101813331e-05,1.5543591871391982e-05,0.0002149376377929,1.477479236200452e-05,1.4717036719957832e-05,7.876684685470536e-05,5.515429438673891e-05,0.041995223611593246,0.27097344398498535,0.041800566017627716,0.04241279885172844,0.5607305765151978,0.042087409645318985,4,0.5607305765151978
chipotle_00014,chipotle,stocktwits,CMG,2026-05-27T14:19:11Z,,$CAVA $SBUX $CMG Cava chart is looking string. Breakout imminent,0.0001082026647054,8.847201388562098e-05,7.268894114531577e-05,0.0001655608793953,0.0003550868132151,3.926767749362625e-05,8.498206443618983e-05,5.908335151616484e-05,6.391864008037373e-05,9.498516010353342e-05,7.1811540692579e-05,6.606006354559213e-05,2.1286523406160995e-05,0.0001379508175887,7.38011731300503e-05,2.4193499484681524e-05,1.620323382667266e-05,8.512076601618901e-05,5.65149421163369e-05,1.8296361304237507e-05,0.9978531002998352,9.324868733529e-05,1.3912834219809156e-05,0.0001916765031637,1.2119677194277756e-05,1.208056892210152e-05,7.427133823512122e-05,4.604510831995867e-05,0.033611100167036057,0.03335655480623245,0.03338665887713432,0.832836925983429,0.03339347988367081,0.03341532498598099,3,0.832836925983429
chipotle_00015,chipotle,stocktwits,CMG,2026-05-27T12:49:49Z,,"$CMG massive put as Chipotle hits multi-year lows — CMG at ~$32 today, down 45% from its $58 52-week high. +22,100 CMG 100 17 JUL 2026 27.50 PUT @ 0.33, for $729,300 total deltas. $729,300 × $32 = $23,337,600 in dollar exposure. 22,100 contracts — the largest print today by contract count by a significant margin. The 27.50 strike is 14% below current price. CMG is near the bottom of its 52-week range after comparable store sales were flat in Q1, margins compressed, and high gas prices weighed on restaurant traffic. Chipotle&#39;s stock price hit bottom in early 2026, confirmed it in Q2 following the Q1 earnings release. This 22K put print suggests someone isn&#39;t convinced the bottom is in. Free Week Trial! Get in now for SMS alerts, market data, and full chat access before the next move hits →",9.555101860314608e-05,7.051694410620257e-05,6.800835399189964e-05,0.0007849598769098,0.0014264057390391,8.208155486499891e-05,0.0001892651926027,8.24996895971708e-05,0.0001008970721159,0.0019565965048968,0.0008281046175397,9.598136239219456e-05,7.754778926027939e-05,7.398821617243811e-05,8.76649864949286e-05,3.446988921496086e-05,4.0785154851619154e-05,8.893365156836808e-05,4.391364200273529e-05,7.013860886218026e-05,0.9908577799797058,0.000295875564916,2.3428718122886497e-05,0.0017999151023104,7.275373354787007e-05,4.105093830730766e-05,0.0005341879441402,7.668227044632658e-05,0.31003597378730774,0.0029961334075778723,0.0029984067659825087,0.26447349786758423,0.002997926902025938,0.416498064994812,5,0.416498064994812
chipotle_00016,chipotle,stocktwits,CMG,2026-05-27T09:53:32Z,Bullish,$NDLS probably something cooking $MCD $CMG $CAKE $BYND,0.0001747225178405,8.206669735955074e-05,5.089154001325369e-05,0.000133779409225,0.0007713660015724,3.702056710608303e-05,0.0001231142668984,6.297050276771188e-05,5.2190993301337585e-05,7.9966033808887e-05,8.83140746736899e-05,8.00447742221877e-05,2.102504004142247e-05,0.0001238195545738,6.16547476965934e-05,2.7725247491616756e-05,1.345474083791487e-05,8.63925160956569e-05,8.783982775639743e-05,1.331846033281181e-05,0.9973388314247132,0.0001127979267039,1.638168942008633e-05,0.0002445369609631,1.368618632113794e-05,1.2412358955771197e-05,5.103744842926971e-05,3.859834396280348e-05,0.055780135095119476,0.45926082134246826,0.05567396804690361,0.3178223669528961,0.05556125193834305,0.05590140447020531,1,0.45926082134246826
chipotle_00017,chipotle,stocktwits,CMG,2026-05-26T21:00:10Z,,$CMG Price is leaking even more during after hours,0.0002092729700962,0.0003149809199385,0.0012315072817727,0.0159888304769992,0.0059407213702797,0.0004807786899618,0.0001953512983163,0.0001221648562932,0.0009237942867912,0.0099878218024969,0.0018738233484327,0.0036650786641985,0.0006339467945508,0.000177351234015,0.0007657646783627,6.533222767757252e-05,0.0002108736807713,0.00022946469835,0.0002892699849326,0.0003893007815349,0.9453025460243224,0.000533951271791,8.951615745900199e-05,0.0042040795087814,0.0002086532040266,0.0002013115154113,0.0056385709904134,0.0001259414857486,0.033420395106077194,0.03338400274515152,0.03377973288297653,0.033421341329813004,0.033579446375370026,0.8324150443077087,5,0.8324150443077087
chipotle_00018,chipotle,stocktwits,CMG,2026-05-26T18:46:08Z,Bearish,"$CMG overpriced food, overpriced stock",0.0001308537903241,0.0001747533824527,0.0009548151865601,0.0054558929987251,0.0007800856255926,7.11673783371225e-05,0.000116174298455,6.543153722304851e-05,7.474519952666014e-05,0.0013578130165114,0.001689339056611,0.0005056478548794,0.0001507533306721,6.101985854911618e-05,8.543010335415602e-05,5.687328666681424e-05,4.385022111819126e-05,7.725670002400875e-05,5.719245382351801e-05,2.894679164455738e-05,0.9866677522659302,0.0001220131234731,2.456073161738459e-05,0.000666037260089,2.972869151562918e-05,4.225976226734929e-05,0.0004366554494481,7.296680269064382e-05,0.04217642545700073,0.04257826507091522,0.041774872690439224,0.789587140083313,0.04176744446158409,0.04211589694023132,3,0.789587140083313
chipotle_00019,chipotle,stocktwits,CMG,2026-05-26T17:34:54Z,,"$CMG will either hold support here at $32 or worst case see ~$31 50DMA remains resistance, but can easily catch a quick pop!",0.0001029945124173,8.195885311579332e-05,6.318659870885313e-05,0.000285904679913,0.0027450865600258,0.0001626981684239,0.0011369141284376,0.0002186517958762,0.0001850774569902,0.0002391930174781,0.0005051862099207,0.0001236198149854,2.5269444449804723e-05,5.050571417086758e-05,9.0633962827269e-05,7.295420073205605e-05,2.401208257651888e-05,6.05497152719181e-05,0.000127313149278,2.6675346816773526e-05,0.991638958454132,0.0009221391519531,1.465290642954642e-05,0.0008743256912566,2.9673623430426233e-05,3.8499820220749825e-05,0.0001188859459944,3.454160469118506e-05,0.016814079135656357,0.01679263263940811,0.9161790013313293,0.016695789992809296,0.01675483025610447,0.016763627529144287,2,0.9161790013313293
chipotle_00020,chipotle,stocktwits,CMG,2026-05-26T16:57:39Z,Bullish,$CMG Ill take a bite here.,6.58711651340127e-05,0.0001220016783918,0.0001114950573537,0.000290069845505,0.0004469382402021,5.093888103147037e-05,7.109253783710301e-05,6.589592521777377e-05,7.563721010228619e-05,8.474714559270069e-05,7.249553891597316e-05,7.41242547519505e-05,1.955785046448e-05,8.856735075823963e-05,4.2409774323459715e-05,1.7440759620512836e-05,1.242224607267417e-05,8.037852239795029e-05,5.826258347951807e-05,1.2181977581349202e-05,0.9977487921714784,8.905003051040694e-05,1.056617566064233e-05,0.0001735541882226,1.0472588655829895e-05,1.2017971130262596e-05,6.473784014815465e-05,2.8321110221440904e-05,0.0556662492454052,0.7207435369491577,0.05604138597846031,0.05605698749423027,0.055701300501823425,0.05579051747918129,1,0.7207435369491577
chipotle_00021,chipotle,stocktwits,CMG,2026-05-26T16:34:26Z,,$CMG ⚽️ WorldCup is only hope 📈,0.0012005678145214,0.0004098406934645,0.0004617566009983,0.0014317019376903,0.0076296115294098,0.0055004623718559,0.0004305518523324,0.0006395204691216,0.0205628592520952,0.0040213507600128,0.0039637107402086,0.0002476173685863,0.0001175658107968,0.0003489689261186,0.0003028120554517,0.0003807666944339,0.0001407564413966,0.000276687729638,0.0014072912745177,0.0001391877158312,0.0431698486208915,0.9026248455047609,0.0001557586074341,0.0018040034919977,0.0001476311008445,0.0010200175456702,0.0011834520846605,0.0002808892459142,0.7216747999191284,0.05572016164660454,0.05555843934416771,0.05580379441380501,0.05561027675867081,0.05563254654407501,0,0.7216747999191284
chipotle_00022,chipotle,stocktwits,CMG,2026-05-26T15:21:09Z,,$CMG Diet is going well.,0.0544699467718601,0.0003914400585927,0.0001837236632127,0.0014202550519257,0.3194400370121002,0.0025570257566869,0.0005605708574876,0.000406963401474,0.0010218168608844,0.0029960076790302,0.004692617803812,0.0002600723528303,0.0001326515048276,0.0015149407554417,0.0002135527756763,0.0018432616489008,0.0002062356797978,0.0030247494578361,0.0006972874980419,0.0001658102701185,0.5768219232559204,0.0138390092179179,0.0013663349673151,0.0082003250718116,0.0022325641475617,0.000189168320503,0.0007596482173539,0.000392047339119,0.056275591254234314,0.055949222296476364,0.05601092427968979,0.7193068265914917,0.056121665984392166,0.05633582919836044,3,0.7193068265914917
chipotle_00023,chipotle,stocktwits,CMG,2026-05-26T15:02:08Z,,$CMG shareholders please vote and disapprove this poor management in your proxy.,0.0010926313698291,0.0003560784971341,0.0056590931490063,0.0482587553560733,0.0664065182209014,0.0037114690057933,0.0009184414520859,0.0004390701360534,0.0031276361551135,0.0095162270590662,0.2206244617700576,0.0023201217409223,0.000424827390816,0.0002300421474501,0.0002046000008704,0.0008884368580766,0.0001781364699127,0.0003508192021399,0.0009583224309608,0.0001548642176203,0.621374249458313,0.003623163094744,0.0002420337405055,0.0065492703579366,0.0003919755690731,0.0004065828688908,0.0014572787331417,0.0001348741643596,0.7210025191307068,0.055639781057834625,0.055613718926906586,0.05619529262185097,0.055696651339530945,0.05585198849439621,0,0.7210025191307068
chipotle_00024,chipotle,stocktwits,CMG,2026-05-26T14:42:58Z,Bearish,$CMG Just got a call from my sources you can short this with extreme confidence gapfill at $6 eoy book it,0.0001288171042688,0.0001504376559751,8.05691015557386e-05,0.0002658692828845,0.0011070938780903,0.000137012801133,6.808106991229579e-05,8.300337503897026e-05,0.0002700857585296,9.103018965106456e-05,7.641905540367588e-05,4.990621891920455e-05,1.6951227735262364e-05,0.0002990027132909,5.1503084250725806e-05,5.3077492339070886e-05,1.5019015336292796e-05,0.0002062604326056,7.146813732106239e-05,1.951643753272947e-05,0.9959076642990112,0.0004674337687902,2.2009819076629356e-05,0.0002153132663806,2.509916157578118e-05,1.727666131046135e-05,6.67022104607895e-05,3.73581460735295e-05,0.05571475625038147,0.055557068437337875,0.05572142452001572,0.055839598178863525,0.7214838862419128,0.05568326264619827,4,0.7214838862419128
chipotle_00025,chipotle,stocktwits,CMG,2026-05-26T14:38:36Z,Bullish,$NDLS someone knows something about 🍝 $CMG $BYND $CAKE $MCD,0.0001802419574232,0.0002467012964189,0.0001227374596055,0.0004106344713363,0.0037052866537123,8.74092074809596e-05,0.000124988873722,9.609090921003371e-05,8.89502844074741e-05,0.0002008440642384,0.0002709811669774,0.0001303290337091,4.439773692865856e-05,0.0001360481837764,6.534047133754939e-05,1.5456149412784725e-05,2.0629428036045283e-05,9.234753088094294e-05,0.0003470062511041,2.132657937181648e-05,0.9920586943626404,0.0002940336707979,2.0351633793325163e-05,0.000985438702628,2.2943271687836383e-05,2.354458592890296e-05,0.0001217056778841,6.555955769727007e-05,0.04197334498167038,0.7900050282478333,0.04189532995223999,0.04202645644545555,0.042121533304452896,0.04197834059596062,1,0.7900050282478333
chipotle_00026,chipotle,stocktwits,CMG,2026-05-26T14:32:07Z,,"$CMG down 6% past mont while $SG up 40%, what the fuck is this company doing?",0.0007737700943835,0.0011213381076231,0.8301821351051331,0.0893634930253028,0.0009259040816687,0.0006061344174668,0.008094728924334,0.013030813075602,0.0003317711525596,0.0053231921046972,0.004671239759773,0.0027280563954263,0.0008015760686248,0.0006024432950653,0.0007839325699023,0.0002484998258296,0.0002776891051325,0.0006028243224136,0.0007348888320848,0.0003532635455485,0.0316688194870948,0.0008194313850253,9.417230467079209e-05,0.0012563219061121,6.902670429553837e-05,0.0002088763867504,0.0019621064420789,0.0023634613025933,0.027949895709753036,0.8602270483970642,0.02790880762040615,0.027863137423992157,0.02816908247768879,0.027882006019353867,1,0.8602270483970642
chipotle_00027,chipotle,stocktwits,CMG,2026-05-26T14:20:25Z,,"$CMG Sweetgreen just hired a key Chipotle executive to lead strategy. This isn’t a small move. $SG recently posted a 12.8% decline in comparable sales — its worst since going public. And right at that moment, it brings in talent from the most successful fast-casual operator of the modern era: $CMG. In restaurants, recipes get copied. Execution doesn’t. Sometimes the real moat isn’t the product. It’s the people who know how to scale it.",0.0015877243131399,0.0003207616973668,0.0009915136033669,0.0249132681638002,0.0108390338718891,0.0003889331128448,0.0007221633568406,0.0002593095123302,0.000485272379592,0.1295556277036667,0.0624909922480583,0.0015994873829185,0.001295149908401,0.0002719243639148,0.0003041034797206,0.0003660384682007,0.0003942047478631,0.0004476178728509,0.0003579280164558,0.0002836757339537,0.7354499101638794,0.0015603608917444,0.0002754098386503,0.0167523082345724,0.0006308758165687,0.0006206284742802,0.0061335139907896,0.0007022093632258,0.00700771389529109,0.19689954817295074,0.19583846628665924,0.006991836242377758,0.2861054539680481,0.3071569800376892,5,0.3071569800376892
chipotle_00028,chipotle,stocktwits,CMG,2026-05-26T14:12:55Z,,$CMG every dog has its day. this one takes way longer…,0.0001891656866064,0.0001451249700039,7.995576015673578e-05,0.0009678602218627,0.0021684602834284,5.423503534984775e-05,0.0007362418109551,9.405784658156335e-05,6.960298196645454e-05,0.0006090741953812,0.0020025956910103,0.0001515869080321,6.76093332003802e-05,6.249228317756206e-05,6.028779171174392e-05,4.715896648121998e-05,2.184441291319672e-05,7.523356907768175e-05,4.5915559894638136e-05,2.976628275064286e-05,0.9883912801742554,0.0002929067704826,2.3354155928245746e-05,0.0033514276146888,3.719823871506378e-05,2.7346091883373447e-05,0.0001178580205305,8.033678022911772e-05,0.023866554722189903,0.023917919024825096,0.7242878079414368,0.02404240518808365,0.02391461841762066,0.17997069656848907,2,0.7242878079414368
chipotle_00029,chipotle,stocktwits,CMG,2026-05-26T14:11:37Z,,$CMG Big mistake to sell burritos and not microchips,0.0010798260336741,0.0027826286386698,0.010291869752109,0.2241827398538589,0.0090929865837097,0.000461504998384,0.0039726928807795,0.0009065071353688,0.0004401939222589,0.1424590796232223,0.0466990619897842,0.0144327022135257,0.0904335081577301,0.0003866284678224,0.0008624128531664,0.0005429142038337,0.0006382613210007,0.0004940980579704,0.0006321744294837,0.0007540112128481,0.3794736564159393,0.0013424485223367,0.0005530143389478,0.0542038604617118,0.0005833964096382,0.0047259954735636,0.0055909357033669,0.0019808604847639,0.04181589186191559,0.041905779391527176,0.041933320462703705,0.04205179214477539,0.7904857397079468,0.04180749133229256,4,0.7904857397079468
chipotle_00030,chipotle,stocktwits,CMG,2026-05-26T14:10:32Z,,$CMG someone must really hate this one.,0.0007570960442535,0.0010270836064592,0.3516950011253357,0.1130954846739769,0.002832353580743,0.000947036431171,0.0014959034742787,0.0015314172487705,0.0007714636158198,0.0033316786866635,0.0137511435896158,0.0093307588249444,0.0006995806470513,0.0004210588522255,0.0006506006466224,0.0001726091577438,0.0002442791883368,0.0004693495866376,0.0007773922989144,0.000150150473928,0.4910525679588318,0.0006376686505973,0.000129003150505,0.0014103811699897,7.761629240121692e-05,0.00017431336164,0.0020059221424162,0.0003610983840189,0.04167601466178894,0.042015425860881805,0.7906261086463928,0.04191943258047104,0.0418848916888237,0.041878145188093185,2,0.7906261086463928
chipotle_00031,chipotle,stocktwits,CMG,2026-05-26T14:07:50Z,,$CMG know the Market is hitting new all time highs?,0.0093774022534489,0.0013372390531003,0.0007477040635421,0.0022785847540944,0.0560176223516464,0.001566250808537,0.0329618826508522,0.3610272407531738,0.0031794046517461,0.0007920340867713,0.0008569698547944,0.0004373943957034,0.0003639581555034,0.0792827010154724,0.0010419697500765,0.0011754905572161,0.0002617325517348,0.0049754325300455,0.0016548932762816,0.0009315111674368,0.3901355266571045,0.006905224174261,0.0003604191006161,0.0109162833541631,0.0006968490779399,0.0002362934610573,0.0006711886962875,0.0298108030110597,0.027925942093133926,0.027842795476317406,0.027859261259436607,0.027906222268939018,0.8605955839157104,0.02787020616233349,4,0.8605955839157104
